Obs_num,Long,Lat,Country,start_date,end_date,land_cover,land_use,textures,textures_gen,texture_class,soil_other,Annual_precipitation,Precip_intensity,Slope_gradient,method,process,scale,study_area_ha,obs_count,Rslt_Mean,Rslt_Med,Rslt_Net,Rslt_Vol,Rslt_Vis,Source_ref,Collector_Ref,Link
121,-2.365964049,54.67800721,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,50.9,8.144,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
122,-2.366368999,54.72293929,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,4.7,0.752,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
123,-2.444485975,54.76761104,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,6,0.96,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
124,-2.447968767,55.08212079,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,47.7,7.632,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
125,-2.369235305,55.03745444,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
126,-2.448976382,55.17197769,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
127,-2.449482305,55.21690564,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
128,-2.449989645,55.26183324,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.3,0.048,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
129,-2.370898444,55.21716998,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,NA,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
130,-2.371317142,55.26209803,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.3,0.126,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
131,-2.286526832,54.40861508,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,477.5,76.4,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
132,-2.209724772,54.45370813,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,376.9,60.304,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
133,-2.21018596,54.54357655,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
134,-2.28778794,54.58835086,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
135,-2.288105396,54.63328397,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,229.2,36.672,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
136,-2.210649698,54.63344362,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,3.8,0.608,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
137,-2.288423729,54.67821673,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,6.4,2.688,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
138,-2.288742943,54.72314916,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,12.7,2.032,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
139,-2.211116003,54.72330934,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
140,-2.289063042,54.76808126,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,3.2,0.512,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
141,-2.289384028,54.81301301,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
142,-2.289705906,54.85794443,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
143,-2.211820318,54.85810541,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
144,-2.291984285,55.17245498,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnogley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
145,-2.213486735,55.17261784,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
146,-2.292643465,55.26231212,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
147,-2.213727462,55.21754685,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,2.3,1.748,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
148,-2.213968863,55.26247552,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
149,-2.132462794,54.40888263,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Brown rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
150,-2.132608103,54.45381752,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
151,-2.055430062,54.40894271,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
152,-2.055491034,54.4538777,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
153,-2.132753813,54.49875208,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,10.6,1.696,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
154,-2.132899924,54.5436863,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
155,-2.055613484,54.54374668,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
156,-2.133340683,54.67848694,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
157,-2.055798429,54.67854762,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.2,0.032,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
