Obs_num,Long,Lat,Country,start_date,end_date,land_cover,land_use,textures,textures_gen,texture_class,soil_other,Annual_precipitation,Precip_intensity,Slope_gradient,method,process,scale,study_area_ha,obs_count,Rslt_Mean,Rslt_Med,Rslt_Net,Rslt_Vol,Rslt_Vis,Source_ref,Collector_Ref,Link
1007,-1.453418481,53.32916318,United Kingdom,NA,18/06/1996,Arable,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,1.5,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1008,-1.386060416,52.78948274,United Kingdom,NA,28/03/1996,Arable,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,3,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1009,-1.385427148,52.83442741,United Kingdom,NA,28/03/1996,Arable,NA,NA,NA,SSEW,Typical argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,4.8,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1010,-1.305467306,53.19355972,United Kingdom,NA,21/03/1996,Arable,NA,NA,NA,SSEW,Pelo-stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,6,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1011,-1.225772061,53.46273571,United Kingdom,NA,20/03/1996,Arable,NA,NA,NA,SSEW,Cambic stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,6.4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1012,-1.016410811,52.74204588,United Kingdom,NA,27/03/1996,Arable,NA,NA,NA,SSEW,Gleyic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,6,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1013,-1.015397863,52.78698686,United Kingdom,NA,26/03/1996,Arable,NA,NA,NA,SSEW,Pelo-stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,32,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1014,-1.01438222,52.83192749,United Kingdom,NA,26/03/1996,Arable,NA,NA,NA,SSEW,Typical calcareous pelosols,NA,NA,NA,Volumetric - transects,Water,Field,15,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1015,-1.012342814,52.92180767,United Kingdom,NA,30/04/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,8.6,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1016,-1.080982367,53.19204018,United Kingdom,NA,19/03/1996,Arable,NA,NA,NA,SSEW,Typical brown sands,NA,NA,NA,Volumetric - transects,Water,Field,8.3,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1017,-1.006158921,53.19143969,United Kingdom,NA,19/03/1996,Arable,NA,NA,NA,SSEW,Typical brown sands,NA,NA,NA,Volumetric - transects,Water,Field,7.6,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1018,-0.942361819,52.74140883,United Kingdom,NA,27/03/1996,Arable,NA,NA,NA,SSEW,Typical calcareous pelosols,NA,NA,NA,Volumetric - transects,Water,Field,3.2,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1019,-0.785511346,53.05455208,United Kingdom,NA,13/03/1996,Grassland,NA,NA,NA,SSEW,Pelo-alluvial gley soils,NA,NA,NA,Volumetric - transects,Water,Field,0,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1020,-0.784246326,53.09948721,United Kingdom,NA,13/03/1996,NA,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,0,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1021,-0.710933848,53.05376754,United Kingdom,NA,13/03/1996,Arable,NA,NA,NA,SSEW,Pelo-alluvial gley soils,NA,NA,NA,Volumetric - transects,Water,Field,9.2,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1022,-0.637776444,53.00800339,United Kingdom,NA,01/04/1996,Arable,NA,NA,NA,SSEW,Pelo-stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,8.8,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1023,-3.000709361,52.06761654,United Kingdom,NA,10/04/1996,Grassland,NA,NA,NA,SSEW,Typical argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,0,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1024,-3.001715701,52.11256245,United Kingdom,NA,10/04/1996,Arable,NA,NA,NA,SSEW,Typical brown alluvial soils,NA,NA,NA,Volumetric - transects,Water,Field,8.4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1025,-2.934361833,52.38283394,United Kingdom,NA,27/03/1996,Grassland,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,6.5,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1026,-3.0098623,52.47211677,United Kingdom,NA,03/05/1996,Arable,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,8.4,1,NA,NA,NA,0.001190476,0.001333333,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1027,-2.851429206,51.88897052,United Kingdom,NA,26/03/1996,Grassland,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,8.5,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1028,-2.784275983,52.20411631,United Kingdom,NA,09/04/1996,Arable,NA,NA,NA,SSEW,Typical argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,9,1,NA,NA,NA,0.008888889,0.011466667,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1029,-2.785068629,52.24906382,United Kingdom,NA,09/04/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,2.4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1030,-2.787459113,52.38390423,United Kingdom,NA,10/04/1996,Arable,NA,NA,NA,SSEW,Typical stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,27.6,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1031,-2.632860025,51.84539429,United Kingdom,NA,26/03/1996,Arable,NA,NA,NA,SSEW,Typical brown calcareous earths,NA,NA,NA,Volumetric - transects,Water,Field,3.6,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1032,-2.633491501,51.89034603,United Kingdom,NA,27/06/1996,Arable,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,14.6,1,NA,NA,NA,1.643835616,2.383561644,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1033,-2.639249762,52.29489585,United Kingdom,NA,11/04/1996,Arable,NA,NA,NA,SSEW,Typical argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,8.8,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1034,-2.565367874,52.25032086,United Kingdom,NA,11/04/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1035,-2.493629947,52.38549711,United Kingdom,NA,04/04/1996,Arable,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,5.1,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1036,-2.494132225,52.43044578,United Kingdom,NA,04/04/1996,Arable,NA,NA,NA,SSEW,Typical argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,12,1,NA,NA,NA,0.01,0.0135,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1037,-2.495140768,52.52034207,United Kingdom,NA,03/04/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,7.6,1,NA,NA,NA,0.197368421,0.258552632,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1038,-2.495647042,52.5652897,United Kingdom,NA,03/04/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,6,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1039,-2.341523258,51.71173544,United Kingdom,NA,26/03/1996,Grassland,NA,NA,NA,SSEW,Typical stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,0,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1040,-2.347768054,52.52086716,United Kingdom,NA,03/04/1996,Arable,NA,NA,NA,SSEW,Typical brown sands,NA,NA,NA,Volumetric - transects,Water,Field,7,1,NA,NA,NA,0.001428571,0.002142857,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1041,-2.196986737,51.75702253,United Kingdom,NA,26/03/1996,NA,NA,NA,NA,SSEW,Brown rendzinas,NA,NA,NA,Volumetric - transects,Water,Field,0,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1042,-2.272138155,52.20640973,United Kingdom,NA,27/03/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,14.5,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1043,-2.199779627,52.38635961,United Kingdom,NA,27/03/1996,Arable,NA,NA,NA,SSEW,Humo-ferric gley-podzols,NA,NA,NA,Volumetric - transects,Water,Field,80,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1044,-2.125549885,52.11675253,United Kingdom,NA,27/03/1996,Arable,NA,NA,NA,SSEW,Pelo-stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,12,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1045,-2.052529321,52.11680783,United Kingdom,NA,27/03/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,10,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1046,-2.126058763,52.29655963,United Kingdom,NA,22/06/1996,Arable,NA,NA,NA,SSEW,Typical stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,17,1,NA,NA,NA,0.735294118,0.904411765,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1047,-2.126832198,52.56625993,United Kingdom,NA,04/04/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,5.3,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1048,-1.979528937,52.07186517,United Kingdom,NA,22/03/1996,Arable,NA,NA,NA,SSEW,Typical calcareous pelosols,NA,NA,NA,Volumetric - transects,Water,Field,23,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1049,-1.979508618,52.11681791,United Kingdom,NA,27/06/1996,Arable,NA,NA,NA,SSEW,Typical brown calcareous sands,NA,NA,NA,Volumetric - transects,Water,Field,6.5,1,NA,NA,NA,1.153846154,1.407692308,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1050,-1.905537573,52.56629067,United Kingdom,NA,02/04/1996,Arable,NA,NA,NA,SSEW,Typical brown sands,NA,NA,NA,Volumetric - transects,Water,Field,20,1,NA,NA,NA,0.005,0.0065,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1051,-1.833801176,52.02679697,United Kingdom,NA,27/06/1996,Arable,NA,NA,NA,SSEW,Brown rendzinas,NA,NA,NA,Volumetric - transects,Water,Field,6.5,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1052,-1.689607192,51.80173425,United Kingdom,NA,25/03/1996,Arable,NA,NA,NA,SSEW,Brown rendzinas,NA,NA,NA,Volumetric - transects,Water,Field,13,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1053,-1.61671705,51.84647449,United Kingdom,NA,25/03/1996,Arable,NA,NA,NA,SSEW,Typical argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,14,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1054,-1.615182881,52.02628628,United Kingdom,NA,28/03/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,9.3,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1055,-1.539071985,52.34068023,United Kingdom,NA,28/03/1996,Arable,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,13.4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1056,-1.395361092,52.11527084,United Kingdom,NA,28/03/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic ferritic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,17,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1057,-1.392301658,52.34001687,United Kingdom,NA,29/03/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic argillic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,2.4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1058,-1.318227607,52.38456433,United Kingdom,NA,29/03/1996,Arable,NA,NA,NA,SSEW,Pelo-stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,5.7,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1059,-1.099694291,52.2931978,United Kingdom,NA,29/03/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,23.1,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1060,-1.027378105,52.24767152,United Kingdom,NA,29/03/1996,Arable,NA,NA,NA,SSEW,Pelo-alluvial gley soils,NA,NA,NA,Volumetric - transects,Water,Field,4.8,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1061,-0.879801918,52.29131724,United Kingdom,NA,22/06/1996,Arable,NA,NA,NA,SSEW,Ferritic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,12.1,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1062,-3.899333434,50.88751722,United Kingdom,NA,17/06/1996,Grassland,NA,NA,NA,SSEW,Stagnogleyic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1063,-3.75386365,50.7998611,United Kingdom,NA,17/06/1996,Arable,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,Water,Field,3,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1064,-3.762332763,51.02456445,United Kingdom,NA,17/06/1996,Grassland,NA,NA,NA,SSEW,Stagnogleyic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,0,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1065,-3.682945755,50.80090612,United Kingdom,NA,17/06/1996,Arable,NA,NA,NA,SSEW,Stagnogleyic brown earths,NA,NA,NA,Volumetric - transects,Water,Field,4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1066,-2.405885659,50.81234253,United Kingdom,NA,02/09/1996,Arable,NA,NA,NA,SSEW,Brown rendzinas,NA,NA,NA,Volumetric - transects,Water,Field,4,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1067,-2.411443801,51.44176931,United Kingdom,NA,23/05/1996,Grassland,NA,NA,NA,SSEW,Brown rendzinas,NA,NA,NA,Volumetric - transects,Water,Field,1,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1068,-2.340847356,51.62182497,United Kingdom,NA,19/04/1996,Arable,NA,NA,NA,SSEW,Typical stagnogley soils,NA,NA,NA,Volumetric - transects,Water,Field,6.5,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
1069,-2.26862474,51.62201257,United Kingdom,NA,19/04/1996,Arable,NA,NA,NA,SSEW,Brown rendzinas,NA,NA,NA,Volumetric - transects,Water,Field,26.7,1,NA,NA,NA,0,0,Harrod et al. (2016) pers. comms. and Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,"Benaud, P.",NA
